Employee_ID,First_Name,Last_Name,Age,Department,Region,Status,Join_Date,Salary,Salary_varience,Email,Phone,Performance_Score,Performance_numeric,Remote_Work,Tenure_variance,Years_Tenure
EMP1179,Charlie,Williams,N/a,Cloud Tech,Nevada,Active,7/11/2021,81017.91,Low-Mid,charlie.williams@example.com,2419562524,Excellent,4,true,4,4–5 Years
EMP1180,Heidi,Jones,40,HR,New York,Pending,8/21/2020,74162.1,Low-Mid,heidi.jones@example.com,7150997682,Excellent,4,false,5,4–5 Years
EMP1181,Heidi,Davis,N/a,DevOps,California,Active,3/27/2021,77668.44,Low-Mid,heidi.davis@example.com,8903091435,Good,3,true,4,4–5 Years
EMP1182,Alice,Miller,30,HR,New York,Active,4/14/2024,67886.37,Low-Mid,alice.miller@example.com,3910257431,Poor,1,false,1,1 Year
EMP1183,Alice,Williams,40,DevOps,Florida,Active,9/21/2020,76614.52,Low-Mid,alice.williams@example.com,6303975244,Good,3,true,5,4–5 Years
EMP1184,Frank,Smith,25,Finance,Nevada,Active,6/12/2022,51311.91,Low,frank.smith@example.com,864035532,Excellent,4,false,3,3 Years
EMP1185,Frank,Jones,N/a,Finance,Illinois,Inactive,12/24/2023,94809.92,Up-Mid,frank.jones@example.com,8033968526,Good,3,true,2,2 Years
EMP1186,Grace,Johnson,25,HR,New York,Pending,7/31/2022,108241.81,High,grace.johnson@example.com,171302320,Excellent,4,true,3,3 Years
EMP1187,Bob,Davis,40,Cloud Tech,New York,Inactive,4/21/2023,78031.49,Low-Mid,bob.davis@example.com,2983381673,Good,3,true,2,2 Years
EMP1188,Eva,Davis,35,Admin,California,Active,6/5/2020,85733.83,Up-Mid,eva.davis@example.com,2336293448,Excellent,4,true,5,4–5 Years
EMP1189,David,Miller,35,HR,Nevada,Pending,7/27/2024,60338.29,Low,david.miller@example.com,7347156626,Excellent,4,false,1,1 Year
EMP1190,Eva,Davis,30,Admin,Illinois,Active,4/5/2024,103140.67,Up-Mid,eva.davis@example.com,7689627065,Excellent,4,false,1,1 Year
EMP1191,Heidi,Williams,40,Sales,Illinois,Inactive,10/26/2023,114690.8,High,heidi.williams@example.com,1498282466,Poor,1,true,2,2 Years
EMP1192,Frank,Smith,35,Admin,Florida,Active,8/18/2022,80954.56,Low-Mid,frank.smith@example.com,4746897151,Good,3,false,3,3 Years
EMP1193,Eva,Davis,N/a,Cloud Tech,California,Pending,5/31/2020,71728.55,Low-Mid,eva.davis@example.com,7323008575,Good,3,true,5,4–5 Years
EMP1194,Alice,Davis,35,HR,Texas,Pending,11/4/2024,118415.8,High,alice.davis@example.com,6656749159,Good,3,true,1,1 Year
EMP1195,Grace,Johnson,40,Sales,Illinois,Pending,3/25/2020,81481.36,Low-Mid,grace.johnson@example.com,1692364586,Excellent,4,false,5,4–5 Years
EMP1196,David,Johnson,35,Sales,Florida,Pending,11/4/2020,117040.57,High,david.johnson@example.com,5066337049,Good,3,true,5,4–5 Years
EMP1197,Frank,Brown,25,Sales,Nevada,Active,3/21/2020,67342.06,Low-Mid,frank.brown@example.com,2497243991,Good,3,true,5,4–5 Years
EMP1198,Heidi,Jones,N/a,Sales,Illinois,Active,1/15/2022,76099.64,Low-Mid,heidi.jones@example.com,116691835,Excellent,4,false,4,4–5 Years
EMP1199,Grace,Williams,35,DevOps,Illinois,Active,6/4/2024,94162.06,Up-Mid,grace.williams@example.com,2644886945,Average,2,true,1,1 Year
EMP1200,Frank,Davis,25,Sales,Nevada,Inactive,8/4/2021,67639.7,Low-Mid,frank.davis@example.com,1195243639,Excellent,4,true,4,4–5 Years
EMP1201,Charlie,Garcia,35,Cloud Tech,Illinois,Pending,10/16/2020,114172.25,High,charlie.garcia@example.com,2701168645,Good,3,true,5,4–5 Years
EMP1202,Grace,Davis,30,Sales,Nevada,Active,9/26/2021,89124.54,Up-Mid,grace.davis@example.com,2252237280,Excellent,4,true,4,4–5 Years
EMP1203,Frank,Smith,30,DevOps,Nevada,Pending,11/4/2023,113871.36,High,frank.smith@example.com,7932302345,Average,2,false,2,2 Years
EMP1204,Grace,Brown,N/a,HR,Texas,Inactive,9/24/2021,62618.4,Low,grace.brown@example.com,7912141613,Excellent,4,false,4,4–5 Years
EMP1205,Heidi,Jones,30,Admin,New York,Active,6/7/2020,70705.45,Low-Mid,heidi.jones@example.com,1509377099,Good,3,false,5,4–5 Years
EMP1206,Alice,Garcia,35,Sales,New York,Pending,2/10/2022,60797.69,Low,alice.garcia@example.com,4090138068,Average,2,true,4,4–5 Years
EMP1207,Charlie,Brown,40,Cloud Tech,Florida,Inactive,10/17/2023,100371,Up-Mid,charlie.brown@example.com,8477596554,Poor,1,true,2,2 Years
EMP1208,Eva,Miller,40,Admin,Illinois,Active,9/25/2021,117591.76,High,eva.miller@example.com,5356690550,Good,3,false,4,4–5 Years
EMP1209,David,Jones,35,DevOps,Illinois,Inactive,8/3/2022,103860.7,Up-Mid,david.jones@example.com,762091842,Average,2,true,3,3 Years
EMP1210,Grace,Davis,30,Admin,Illinois,Active,11/22/2024,67500.22,Low-Mid,grace.davis@example.com,5797863049,Average,2,true,1,1 Year
EMP1211,Frank,Davis,N/a,Cloud Tech,Nevada,Pending,10/9/2024,58727.44,Low,frank.davis@example.com,5057397690,Poor,1,true,1,1 Year
EMP1212,Charlie,Jones,35,Finance,Illinois,Active,8/28/2024,80623.08,Low-Mid,charlie.jones@example.com,5671649327,Excellent,4,true,1,1 Year
EMP1213,David,Davis,40,HR,Texas,Inactive,4/19/2020,77751.78,Low-Mid,david.davis@example.com,9802714871,Excellent,4,false,5,4–5 Years
EMP1214,Grace,Williams,25,HR,New York,Active,10/14/2021,115157.81,High,grace.williams@example.com,7178333210,Good,3,false,4,4–5 Years
EMP1215,Frank,Jones,30,Admin,Texas,Inactive,8/26/2024,83071.85,Low-Mid,frank.jones@example.com,6025643470,Poor,1,false,1,1 Year
EMP1216,Heidi,Brown,40,Sales,Texas,Active,2/8/2020,67914.67,Low-Mid,heidi.brown@example.com,2871539914,Excellent,4,true,6,5+ Years
EMP1217,Grace,Jones,25,HR,New York,Inactive,9/6/2020,53342.46,Low,grace.jones@example.com,6686334140,Poor,1,false,5,4–5 Years
EMP1218,Heidi,Garcia,25,Cloud Tech,Florida,Pending,1/2/2023,51150.47,Low,heidi.garcia@example.com,1159319524,Excellent,4,false,3,3 Years
EMP1219,David,Davis,30,HR,Florida,Active,6/13/2023,74697.12,Low-Mid,david.davis@example.com,6904098365,Average,2,true,2,2 Years
EMP1220,Charlie,Williams,25,Sales,California,Active,12/13/2022,88085.74,Up-Mid,charlie.williams@example.com,5528993159,Excellent,4,true,3,3 Years
EMP1221,Alice,Williams,40,Finance,Texas,Pending,3/3/2022,118672.76,High,alice.williams@example.com,8752437728,Poor,1,false,3,3 Years
EMP1222,Alice,Miller,35,Cloud Tech,California,Active,2/10/2024,95997.31,Up-Mid,alice.miller@example.com,4209548148,Average,2,false,2,2 Years
EMP1223,Frank,Brown,30,Cloud Tech,California,Pending,11/24/2021,106945.62,High,frank.brown@example.com,7374605232,Average,2,false,4,4–5 Years
EMP1224,Heidi,Johnson,40,DevOps,New York,Active,5/9/2020,100123.15,Up-Mid,heidi.johnson@example.com,276420864,Average,2,false,5,4–5 Years
EMP1225,Alice,Johnson,35,Admin,Texas,Active,12/19/2024,52933.42,Low,alice.johnson@example.com,6756618442,Poor,1,true,1,1 Year
EMP1226,Grace,Jones,N/a,Finance,California,Active,3/22/2024,95283.03,Up-Mid,grace.jones@example.com,8612590471,Good,3,false,1,1 Year
EMP1227,Alice,Miller,35,HR,Texas,Inactive,6/13/2022,112264.06,High,alice.miller@example.com,9277423329,Good,3,false,3,3 Years
EMP1228,Grace,Smith,35,Admin,Florida,Pending,10/15/2022,75714.28,Low-Mid,grace.smith@example.com,5912662014,Good,3,true,3,3 Years
EMP1229,Eva,Jones,25,DevOps,Florida,Active,5/31/2022,92171.73,Up-Mid,eva.jones@example.com,7201859625,Poor,1,false,3,3 Years
EMP1230,Eva,Miller,35,Cloud Tech,Texas,Inactive,9/15/2023,70694.8,Low-Mid,eva.miller@example.com,3013674925,Average,2,true,2,2 Years
EMP1231,Grace,Brown,30,DevOps,Florida,Inactive,7/4/2022,52964.86,Low,grace.brown@example.com,1764750110,Good,3,true,3,3 Years
EMP1232,Frank,Brown,N/a,Finance,California,Pending,6/8/2024,116353.31,High,frank.brown@example.com,1783099973,Poor,1,true,1,1 Year
EMP1233,Grace,Brown,35,Sales,Nevada,Pending,11/23/2020,116695.26,High,grace.brown@example.com,1926764920,Good,3,false,5,4–5 Years
EMP1234,Heidi,Brown,25,Admin,Texas,Active,5/13/2024,95161.4,Up-Mid,heidi.brown@example.com,5182606887,Excellent,4,false,1,1 Year
EMP1235,Alice,Brown,N/a,Admin,Nevada,Inactive,1/29/2022,76040.94,Low-Mid,alice.brown@example.com,7189813128,Good,3,true,4,4–5 Years
EMP1236,Charlie,Miller,N/a,HR,Florida,Inactive,8/23/2023,69508.28,Low-Mid,charlie.miller@example.com,2087510292,Good,3,false,2,2 Years
EMP1237,Alice,Miller,30,Finance,Illinois,Inactive,2/24/2023,58243.27,Low,alice.miller@example.com,2184011844,Average,2,false,3,3 Years
EMP1238,Heidi,Williams,30,Sales,California,Pending,10/2/2022,64012.48,Low,heidi.williams@example.com,8260340847,Poor,1,true,3,3 Years
EMP1239,Bob,Garcia,40,Admin,Nevada,Inactive,6/28/2020,106735.93,High,bob.garcia@example.com,7297585987,Average,2,true,5,4–5 Years
EMP1240,Frank,Johnson,35,DevOps,Texas,Pending,1/15/2023,70325.36,Low-Mid,frank.johnson@example.com,3103032431,Average,2,false,3,3 Years
EMP1241,Charlie,Davis,30,HR,Illinois,Active,9/5/2020,118959.28,High,charlie.davis@example.com,9839542960,Average,2,true,5,4–5 Years
EMP1242,David,Brown,40,Cloud Tech,California,Pending,3/18/2023,75823.78,Low-Mid,david.brown@example.com,8446267145,Average,2,false,2,2 Years
EMP1243,Charlie,Smith,N/a,Cloud Tech,Texas,Inactive,3/26/2022,119971.65,High,charlie.smith@example.com,2831435988,Average,2,false,3,3 Years
EMP1244,Grace,Davis,40,Sales,Texas,Active,10/11/2021,94963.7,Up-Mid,grace.davis@example.com,2625660930,Good,3,false,4,4–5 Years
EMP1245,Frank,Miller,30,Sales,Nevada,Pending,1/7/2021,103744.71,Up-Mid,frank.miller@example.com,4181861514,Average,2,false,5,4–5 Years
EMP1246,Alice,Smith,25,Sales,New York,Inactive,12/3/2020,61337.69,Low,alice.smith@example.com,5423401635,Average,2,true,5,4–5 Years
EMP1247,David,Smith,35,Sales,California,Active,5/28/2021,63741.13,Low,david.smith@example.com,1128497184,Poor,1,true,4,4–5 Years
EMP1248,Eva,Smith,30,DevOps,California,Pending,12/28/2022,56539.99,Low,eva.smith@example.com,9484910255,Excellent,4,true,3,3 Years
EMP1249,Charlie,Williams,30,DevOps,Illinois,Pending,5/24/2023,73633.37,Low-Mid,charlie.williams@example.com,2588967923,Good,3,true,2,2 Years
EMP1250,Alice,Miller,25,Cloud Tech,Texas,Pending,4/28/2024,90373.99,Up-Mid,alice.miller@example.com,822269404,Good,3,false,1,1 Year
EMP1251,Grace,Smith,N/a,DevOps,Texas,Inactive,12/25/2024,93901.48,Up-Mid,grace.smith@example.com,3967275783,Good,3,false,1,1 Year
EMP1252,Eva,Brown,40,Admin,Nevada,Inactive,9/1/2021,81748.09,Low-Mid,eva.brown@example.com,4683414650,Average,2,true,4,4–5 Years
EMP1253,Charlie,Jones,40,Finance,Florida,Inactive,2/21/2021,73813.48,Low-Mid,charlie.jones@example.com,1131290147,Average,2,false,5,4–5 Years
EMP1254,Frank,Smith,35,Finance,New York,Inactive,11/20/2022,89315.59,Up-Mid,frank.smith@example.com,7068277880,Average,2,false,3,3 Years
EMP1255,Heidi,Williams,25,HR,Florida,Active,10/15/2020,56776.82,Low,heidi.williams@example.com,6093068537,Poor,1,false,5,4–5 Years
EMP1256,Grace,Davis,N/a,Finance,New York,Active,7/24/2024,72920.51,Low-Mid,grace.davis@example.com,9097283214,Excellent,4,true,1,1 Year
EMP1257,Frank,Miller,30,Admin,Florida,Pending,8/14/2022,84913.18,Low-Mid,frank.miller@example.com,2850676250,Average,2,true,3,3 Years
EMP1258,Alice,Garcia,25,Finance,Illinois,Inactive,5/8/2021,65060.11,Low-Mid,alice.garcia@example.com,5381447442,Excellent,4,true,4,4–5 Years
EMP1259,Alice,Williams,35,Finance,Illinois,Pending,10/9/2023,82941.08,Low-Mid,alice.williams@example.com,963480796,Poor,1,false,2,2 Years
EMP1260,Bob,Smith,40,Admin,California,Pending,1/19/2022,103469.97,Up-Mid,bob.smith@example.com,509754509,Good,3,true,4,4–5 Years
EMP1261,Grace,Miller,25,Sales,Illinois,Active,1/12/2022,88725.6,Up-Mid,grace.miller@example.com,5265016730,Average,2,true,4,4–5 Years
EMP1262,Heidi,Jones,N/a,HR,Illinois,Pending,6/5/2023,58316.77,Low,heidi.jones@example.com,8826170242,Excellent,4,true,2,2 Years
EMP1263,Grace,Smith,35,HR,Illinois,Inactive,3/26/2024,60098.72,Low,grace.smith@example.com,7654562840,Excellent,4,true,1,1 Year
EMP1264,Grace,Williams,N/a,Cloud Tech,Texas,Active,10/7/2020,99951.43,Up-Mid,grace.williams@example.com,7722560530,Average,2,true,5,4–5 Years
EMP1265,Heidi,Johnson,30,Sales,Illinois,Active,11/2/2021,115195.81,High,heidi.johnson@example.com,3402665022,Good,3,true,4,4–5 Years
EMP1266,Grace,Brown,N/a,DevOps,California,Pending,11/19/2021,85512.05,Up-Mid,grace.brown@example.com,7416787255,Good,3,false,4,4–5 Years
EMP1267,Heidi,Garcia,N/a,HR,Florida,Active,1/24/2022,73186.77,Low-Mid,heidi.garcia@example.com,8621102257,Good,3,false,4,4–5 Years
EMP1268,Grace,Davis,N/a,HR,Nevada,Pending,7/12/2023,51865.3,Low,grace.davis@example.com,305690673,Poor,1,true,2,2 Years
EMP1269,David,Williams,25,Sales,Florida,Active,12/9/2022,94031.77,Up-Mid,david.williams@example.com,4716392822,Excellent,4,true,3,3 Years
EMP1270,Grace,Miller,30,DevOps,New York,Active,3/18/2023,116374.36,High,grace.miller@example.com,4143637188,Excellent,4,false,2,2 Years
EMP1271,Alice,Garcia,40,HR,Florida,Active,4/25/2022,98335.02,Up-Mid,alice.garcia@example.com,2392312603,Excellent,4,false,3,3 Years
EMP1272,Heidi,Garcia,25,DevOps,New York,Pending,2/28/2021,89262.07,Up-Mid,heidi.garcia@example.com,3260931065,Poor,1,true,5,4–5 Years
EMP1273,Heidi,Garcia,N/a,Finance,California,Active,7/30/2022,113848.69,High,heidi.garcia@example.com,8433567085,Excellent,4,true,3,3 Years
EMP1274,Frank,Smith,35,Sales,Florida,Active,5/19/2021,69530.45,Low-Mid,frank.smith@example.com,414545634,Poor,1,true,4,4–5 Years
EMP1275,Eva,Brown,35,DevOps,New York,Pending,12/14/2023,84230.22,Low-Mid,eva.brown@example.com,200053473,Good,3,true,2,2 Years
EMP1276,Eva,Smith,35,Cloud Tech,Illinois,Pending,1/17/2023,76578.59,Low-Mid,eva.smith@example.com,9162475540,Average,2,false,3,3 Years
EMP1277,Frank,Miller,30,HR,Texas,Inactive,1/2/2024,55532.06,Low,frank.miller@example.com,1082555988,Excellent,4,true,2,2 Years
EMP1278,Eva,Smith,40,Admin,New York,Pending,7/9/2021,115311.68,High,eva.smith@example.com,5343961128,Excellent,4,true,4,4–5 Years
EMP1279,Charlie,Johnson,25,Sales,Nevada,Pending,5/5/2021,66972.06,Low-Mid,charlie.johnson@example.com,1093371188,Good,3,true,4,4–5 Years
EMP1280,David,Brown,30,Cloud Tech,Texas,Inactive,11/7/2021,100215.06,Up-Mid,david.brown@example.com,5473820235,Average,2,true,4,4–5 Years
EMP1281,Charlie,Brown,25,Sales,New York,Inactive,8/30/2023,115452.25,High,charlie.brown@example.com,8485571616,Poor,1,false,2,2 Years
EMP1282,Heidi,Miller,30,HR,California,Inactive,8/15/2023,54141.38,Low,heidi.miller@example.com,6880294239,Average,2,false,2,2 Years
EMP1283,David,Davis,N/a,DevOps,Nevada,Active,12/24/2020,79251.95,Low-Mid,david.davis@example.com,9036788126,Good,3,false,5,4–5 Years
EMP1284,Alice,Johnson,40,Finance,New York,Pending,11/21/2024,114822.78,High,alice.johnson@example.com,8686694319,Good,3,true,1,1 Year
EMP1285,Alice,Williams,35,Sales,Illinois,Active,11/17/2021,69919.32,Low-Mid,alice.williams@example.com,2939087883,Average,2,true,4,4–5 Years
EMP1286,Heidi,Smith,30,Sales,Florida,Inactive,1/29/2021,106616.97,High,heidi.smith@example.com,4344812307,Poor,1,false,5,4–5 Years
EMP1287,Heidi,Jones,35,DevOps,New York,Active,2/17/2024,73597.85,Low-Mid,heidi.jones@example.com,3402424032,Poor,1,true,2,2 Years
EMP1288,David,Smith,30,Sales,Nevada,Inactive,8/20/2024,79939.23,Low-Mid,david.smith@example.com,8105955183,Excellent,4,true,1,1 Year
EMP1289,Grace,Garcia,25,Admin,New York,Inactive,10/24/2021,N/A,Unknown,grace.garcia@example.com,2694500533,Poor,1,false,4,4–5 Years
EMP1290,Grace,Smith,30,Finance,California,Inactive,9/10/2021,90772.25,Up-Mid,grace.smith@example.com,2408916497,Average,2,false,4,4–5 Years
EMP1291,Eva,Williams,35,DevOps,New York,Active,9/29/2023,58275.74,Low,eva.williams@example.com,3735439626,Good,3,false,2,2 Years
EMP1292,Grace,Smith,N/a,DevOps,California,Pending,8/28/2020,94709.79,Up-Mid,grace.smith@example.com,3652717271,Excellent,4,false,5,4–5 Years
EMP1293,Frank,Johnson,N/a,Admin,New York,Active,9/6/2022,60722.99,Low,frank.johnson@example.com,2397240421,Excellent,4,true,3,3 Years
EMP1294,Frank,Johnson,40,DevOps,Illinois,Inactive,3/31/2024,87626.24,Up-Mid,frank.johnson@example.com,6931216375,Good,3,true,1,1 Year
EMP1295,David,Brown,30,DevOps,Illinois,Active,12/12/2022,81272.36,Low-Mid,david.brown@example.com,1820916600,Poor,1,false,3,3 Years
EMP1296,Bob,Miller,N/a,Cloud Tech,Texas,Pending,11/1/2022,64150.97,Low,bob.miller@example.com,23142899,Good,3,true,3,3 Years
EMP1297,Charlie,Davis,35,Sales,Florida,Active,10/25/2023,64378.1,Low,charlie.davis@example.com,1851327971,Poor,1,false,2,2 Years
EMP1298,Bob,Jones,N/a,Finance,Texas,Inactive,9/27/2020,85927.35,Up-Mid,bob.jones@example.com,4572308480,Good,3,false,5,4–5 Years
EMP1299,Alice,Garcia,N/a,Finance,Nevada,Inactive,1/21/2024,51523.93,Low,alice.garcia@example.com,18418619,Average,2,true,2,2 Years
EMP1300,Alice,Smith,30,Sales,Texas,Active,5/17/2022,74117.02,Low-Mid,alice.smith@example.com,3036625435,Poor,1,false,3,3 Years
EMP1301,Alice,Smith,25,Finance,Texas,Inactive,4/17/2022,62598.69,Low,alice.smith@example.com,1721314518,Average,2,true,3,3 Years
EMP1302,Grace,Williams,35,Finance,Florida,Inactive,2/8/2022,55617.5,Low,grace.williams@example.com,5151092267,Excellent,4,true,4,4–5 Years
EMP1303,Charlie,Miller,35,Cloud Tech,New York,Pending,3/15/2022,87018.98,Up-Mid,charlie.miller@example.com,5926249450,Good,3,true,3,3 Years
EMP1304,David,Johnson,25,Cloud Tech,California,Inactive,10/11/2023,100336.58,Up-Mid,david.johnson@example.com,4754102251,Excellent,4,true,2,2 Years
EMP1305,Grace,Jones,30,Admin,Florida,Inactive,11/13/2020,69295.48,Low-Mid,grace.jones@example.com,6771196420,Excellent,4,false,5,4–5 Years
EMP1306,Bob,Brown,25,DevOps,Florida,Pending,4/17/2024,115536.66,High,bob.brown@example.com,5226557675,Excellent,4,true,1,1 Year
EMP1307,David,Johnson,30,Cloud Tech,Texas,Pending,3/9/2020,81250.87,Low-Mid,david.johnson@example.com,9523668787,Excellent,4,false,5,4–5 Years
EMP1308,Alice,Garcia,30,DevOps,Texas,Inactive,6/17/2022,66403.75,Low-Mid,alice.garcia@example.com,7883619688,Good,3,false,3,3 Years
EMP1309,Alice,Miller,30,Sales,California,Active,7/28/2024,114147.79,High,alice.miller@example.com,3135030586,Excellent,4,false,1,1 Year
EMP1310,Frank,Garcia,30,HR,New York,Pending,12/3/2022,65472.99,Low-Mid,frank.garcia@example.com,2105524727,Good,3,false,3,3 Years
EMP1311,Alice,Davis,N/a,Sales,Nevada,Active,7/6/2023,97512.51,Up-Mid,alice.davis@example.com,6333021259,Good,3,true,2,2 Years
EMP1312,Alice,Brown,35,DevOps,Nevada,Inactive,5/28/2024,86712.41,Up-Mid,alice.brown@example.com,6501917919,Average,2,true,1,1 Year
EMP1313,Grace,Davis,30,HR,Florida,Active,3/25/2024,87654.98,Up-Mid,grace.davis@example.com,2521310961,Poor,1,false,1,1 Year
EMP1314,David,Williams,35,DevOps,New York,Inactive,4/28/2020,89367.02,Up-Mid,david.williams@example.com,2728476569,Poor,1,false,5,4–5 Years
EMP1315,Charlie,Garcia,40,Admin,California,Active,11/7/2021,95269.41,Up-Mid,charlie.garcia@example.com,4120092819,Good,3,true,4,4–5 Years
EMP1316,Frank,Williams,25,Sales,Nevada,Active,4/15/2020,68792.31,Low-Mid,frank.williams@example.com,6678498435,Average,2,false,5,4–5 Years
EMP1317,Alice,Smith,25,Admin,Illinois,Pending,10/7/2023,89119.53,Up-Mid,alice.smith@example.com,2418623689,Good,3,true,2,2 Years
EMP1318,Frank,Davis,35,Cloud Tech,New York,Active,2/27/2024,58212.13,Low,frank.davis@example.com,3628917755,Good,3,false,2,2 Years
EMP1319,Heidi,Miller,30,DevOps,Illinois,Pending,2/22/2021,77764.24,Low-Mid,heidi.miller@example.com,6205634110,Good,3,true,5,4–5 Years
EMP1320,Frank,Garcia,35,Finance,Florida,Pending,8/21/2023,75148.17,Low-Mid,frank.garcia@example.com,5950342810,Average,2,false,2,2 Years
EMP1321,Heidi,Jones,40,Cloud Tech,Nevada,Inactive,4/8/2024,108781.18,High,heidi.jones@example.com,3904383033,Poor,1,false,1,1 Year
EMP1322,Frank,Brown,35,Finance,Texas,Pending,11/4/2024,65489.19,Low-Mid,frank.brown@example.com,1990970050,Average,2,true,1,1 Year
EMP1323,Eva,Johnson,N/a,Sales,Illinois,Pending,5/5/2022,70663.46,Low-Mid,eva.johnson@example.com,4054683564,Excellent,4,false,3,3 Years
EMP1324,David,Miller,40,Sales,New York,Inactive,2/1/2023,95822.56,Up-Mid,david.miller@example.com,2156818208,Average,2,false,3,3 Years
EMP1325,Eva,Miller,40,DevOps,Nevada,Pending,10/1/2022,82258.03,Low-Mid,eva.miller@example.com,6790422710,Average,2,true,3,3 Years
EMP1326,Frank,Williams,30,Admin,Nevada,Pending,9/27/2022,62883.34,Low,frank.williams@example.com,3322889856,Average,2,false,3,3 Years
EMP1327,Alice,Davis,N/a,Cloud Tech,Texas,Pending,4/9/2020,103503.72,Up-Mid,alice.davis@example.com,2545960632,Average,2,true,5,4–5 Years
EMP1328,David,Garcia,25,DevOps,New York,Active,3/23/2021,85401.3,Up-Mid,david.garcia@example.com,9912971023,Poor,1,true,4,4–5 Years
EMP1329,Heidi,Garcia,40,Cloud Tech,Texas,Pending,2/3/2023,N/A,Unknown,heidi.garcia@example.com,8171752420,Excellent,4,false,3,3 Years
EMP1330,Eva,Smith,N/a,HR,Texas,Pending,7/23/2024,98850.14,Up-Mid,eva.smith@example.com,4955112746,Poor,1,false,1,1 Year
EMP1331,Charlie,Smith,25,Cloud Tech,Illinois,Active,5/8/2021,63435.24,Low,charlie.smith@example.com,4721970545,Poor,1,false,4,4–5 Years
EMP1332,Frank,Brown,35,Finance,Texas,Inactive,4/11/2022,82129.84,Low-Mid,frank.brown@example.com,6927589550,Average,2,false,3,3 Years
EMP1333,David,Williams,35,DevOps,Texas,Pending,10/23/2024,95492.61,Up-Mid,david.williams@example.com,6874090379,Good,3,false,1,1 Year
EMP1334,Grace,Miller,40,Finance,Illinois,Inactive,4/24/2020,94572.37,Up-Mid,grace.miller@example.com,2146296135,Good,3,false,5,4–5 Years
EMP1335,Bob,Garcia,40,Finance,Nevada,Inactive,3/4/2023,118413.05,High,bob.garcia@example.com,7157787111,Poor,1,false,2,2 Years
EMP1336,Alice,Jones,30,Admin,Nevada,Pending,8/31/2022,68976.65,Low-Mid,alice.jones@example.com,1663651558,Poor,1,true,3,3 Years
EMP1337,Eva,Williams,N/a,Sales,Nevada,Active,1/2/2021,115013.65,High,eva.williams@example.com,7371470826,Average,2,false,5,4–5 Years
EMP1338,David,Brown,N/a,Admin,Nevada,Inactive,6/6/2020,70949.38,Low-Mid,david.brown@example.com,2359096055,Poor,1,true,5,4–5 Years
EMP1339,Grace,Brown,N/a,HR,Florida,Pending,10/13/2020,105334.87,High,grace.brown@example.com,7303064420,Average,2,false,5,4–5 Years
EMP1340,Bob,Williams,N/a,DevOps,California,Active,7/19/2020,80596.18,Low-Mid,bob.williams@example.com,2146147682,Good,3,false,5,4–5 Years
EMP1341,Frank,Brown,N/a,Sales,Illinois,Inactive,5/3/2024,72846.37,Low-Mid,frank.brown@example.com,4201654234,Good,3,true,1,1 Year
EMP1342,Heidi,Williams,40,Admin,California,Pending,2/7/2022,80229.36,Low-Mid,heidi.williams@example.com,6778265959,Excellent,4,false,4,4–5 Years
EMP1343,Grace,Johnson,25,Sales,California,Active,12/31/2023,55145.47,Low,grace.johnson@example.com,8931992549,Good,3,false,2,2 Years
EMP1344,Grace,Williams,30,DevOps,Florida,Inactive,1/8/2022,N/A,Unknown,grace.williams@example.com,2727516479,Poor,1,true,4,4–5 Years
EMP1345,Eva,Davis,40,HR,California,Active,9/28/2020,56110.81,Low,eva.davis@example.com,7279103367,Good,3,false,5,4–5 Years
EMP1346,Grace,Williams,25,Cloud Tech,Texas,Inactive,2/9/2023,56514.5,Low,grace.williams@example.com,2963533904,Average,2,false,3,3 Years
EMP1347,Frank,Brown,40,Cloud Tech,California,Inactive,3/5/2022,104541.84,Up-Mid,frank.brown@example.com,5044817765,Good,3,false,3,3 Years
EMP1348,David,Garcia,N/a,Sales,New York,Pending,2/18/2022,61865.12,Low,david.garcia@example.com,5586851275,Excellent,4,true,4,4–5 Years
EMP1349,Eva,Davis,40,Admin,Texas,Active,6/9/2022,69317.33,Low-Mid,eva.davis@example.com,5289286645,Good,3,false,3,3 Years
EMP1350,Bob,Brown,35,HR,New York,Pending,7/4/2023,84706.17,Low-Mid,bob.brown@example.com,4911110960,Average,2,false,2,2 Years
EMP1351,Heidi,Smith,25,Admin,California,Active,3/21/2022,73255.21,Low-Mid,heidi.smith@example.com,7981789045,Average,2,false,3,3 Years
EMP1352,Frank,Smith,40,HR,Florida,Pending,5/2/2023,59528.71,Low,frank.smith@example.com,3378613714,Poor,1,false,2,2 Years
EMP1353,David,Garcia,40,HR,New York,Inactive,10/15/2021,70401.37,Low-Mid,david.garcia@example.com,7660538443,Good,3,true,4,4–5 Years
EMP1354,Heidi,Garcia,N/a,Admin,California,Inactive,7/28/2021,107154.62,High,heidi.garcia@example.com,4630600024,Average,2,true,4,4–5 Years
EMP1355,Bob,Davis,N/a,Admin,Illinois,Pending,1/3/2021,97719.88,Up-Mid,bob.davis@example.com,8955296385,Excellent,4,false,5,4–5 Years
EMP1356,Heidi,Johnson,30,Finance,California,Pending,5/21/2020,107327.59,High,heidi.johnson@example.com,3960962625,Poor,1,false,5,4–5 Years
EMP1357,Grace,Garcia,40,Admin,Nevada,Inactive,5/10/2021,67687.72,Low-Mid,grace.garcia@example.com,5826312818,Excellent,4,true,4,4–5 Years
EMP1358,Grace,Smith,40,Cloud Tech,Florida,Pending,9/8/2022,90757.08,Up-Mid,grace.smith@example.com,6482531105,Good,3,true,3,3 Years
